id,life_sq,full_sq
3391,12.4228182,29
5507,12.4228182,29
10098,12.4228182,29
11946,12.4228182,29
13407,12.4228182,29
14563,12.4228182,29
14737,12.4228182,29
15051,12.4228182,29
16242,12.4228182,29
16882,12.4228182,29
16953,12.4228182,29
17886,12.4228182,29
18237,12.4228182,29
19566,12.4228182,29
19993,12.4228182,29
20292,12.4228182,29
21259,12.4228182,29
21693,12.4228182,29
21905,12.4228182,29
22469,12.4228182,29
23255,12.4228182,29
24035,12.4228182,29
24109,12.4228182,29
24181,12.4228182,29
24203,12.4228182,29
25254,12.4228182,29
25853,12.4228182,29
27818,12.4228182,29
28176,12.4228182,29
29959,12.4228182,29
8262,12.69555289,31
18998,13.23772131,31
19012,13.23772131,31
19317,13.23772131,31
19552,13.23772131,31
19554,13.23772131,31
19637,13.23772131,31
20070,13.23772131,31
21728,13.23772131,31
22756,13.23772131,31
23103,13.23772131,31
23132,13.23772131,31
23387,13.23772131,31
23412,13.23772131,31
24669,13.23772131,31
24854,13.23772131,31
25489,13.23772131,31
20231,13.26581303,31
5437,13.34052212,31
4686,13.40661598,30
7912,13.88587078,30
10115,13.88587078,30
10377,13.88587078,30
10686,13.88587078,30
21670,14.22151908,32
8076,14.23433856,32
5872,14.39041375,31
5901,14.39041375,31
17474,14.39041375,31
24574,14.39041375,31
7108,14.66894569,32
29568,14.66894569,32
3822,14.86966855,31
4196,14.86966855,31
4985,14.86966855,31
5144,14.86966855,31
6146,14.86966855,31
6243,14.86966855,31
7194,14.86966855,31
7610,14.86966855,31
7624,14.86966855,31
7989,14.86966855,31
8367,14.86966855,31
8712,14.86966855,31
9195,14.86966855,31
9375,14.86966855,31
12887,14.86966855,31
14862,14.86966855,31
14424,15.37421153,32
15727,15.37421153,32
27978,15.37421153,32
5766,15.39763381,34
4099,15.64694622,34
4627,15.85346633,32
5390,15.85346633,32
6943,15.85346633,32
27249,16.1726871,33
28286,16.1726871,33
28610,16.1726871,33
28649,16.1726871,33
29849,16.1726871,33
7719,16.20193411,34
27582,16.21720636,34
4322,16.33718448,34
5187,16.33718448,34
5247,16.33718448,34
5447,16.33718448,34
5748,16.33718448,34
6901,16.33718448,34
27187,16.33718448,34
29433,16.33718448,34
18277,16.50441723,34
19579,16.50441723,34
19759,16.50441723,34
19815,16.50441723,34
20115,16.50441723,34
20844,16.50441723,34
23597,16.50441723,34
24393,16.50441723,34
25445,16.50441723,34
25782,16.50441723,34
26086,16.50441723,34
26273,16.50441723,34
26883,16.50441723,34
27947,16.50441723,34
28278,16.50441723,34
28433,16.50441723,34
28766,16.50441723,34
28805,16.50441723,34
28834,16.50441723,34
28901,16.50441723,34
28929,16.50441723,34
29419,16.50441723,34
29760,16.50441723,34
30193,16.50441723,34
30223,16.50441723,34
30315,16.50441723,34
6333,16.63654124,34
15294,16.63654124,34
26576,16.63654124,34
29988,16.63654124,34
19845,16.66280684,34
2322,16.8372641,33
3844,16.8372641,33
4124,16.8372641,33
5084,16.8372641,33
5520,16.8372641,33
5739,16.8372641,33
6067,16.8372641,33
6547,16.8372641,33
7628,16.8372641,33
8588,16.8372641,33
9948,16.8372641,33
10262,16.8372641,33
11003,16.8372641,33
11021,16.8372641,33
12288,16.8372641,33
12520,16.8372641,33
13475,16.8372641,33
13509,16.8372641,33
13813,16.8372641,33
15271,16.8372641,33
3476,16.84805422,34
4702,16.84805422,34
4860,16.84805422,34
4962,16.84805422,34
5432,16.84805422,34
5516,16.84805422,34
6811,16.84805422,34
24348,16.84805422,34
24959,16.84805422,34
25590,16.84805422,34
25834,16.84805422,34
26117,16.84805422,34
26283,16.84805422,34
26284,16.84805422,34
26346,16.84805422,34
26428,16.84805422,34
26630,16.84805422,34
26690,16.84805422,34
28300,16.84805422,34
28521,16.84805422,34
28950,16.84805422,34
30100,16.84805422,34
8141,17.32098226,35
8431,17.32098226,35
5108,17.34180708,34
5388,17.34180708,34
13743,17.34180708,34
15330,17.34180708,34
15812,17.34180708,34
15941,17.34180708,34
22763,17.34180708,34
24934,17.34180708,34
25985,17.34180708,34
28752,17.34180708,34
30008,17.34180708,34
3315,17.62033902,35
28470,17.62033902,35
3107,17.64660461,35
5158,17.64660461,35
5241,17.64660461,35
6191,17.64660461,35
6603,17.64660461,35
6628,17.64660461,35
7773,17.64660461,35
8028,17.64660461,35
4214,17.82106188,34
4737,17.82106188,34
4959,17.82106188,34
5075,17.82106188,34
5136,17.82106188,34
6790,17.82106188,34
6890,17.82106188,34
6923,17.82106188,34
7498,17.82106188,34
7600,17.82106188,34
7899,17.82106188,34
7974,17.82106188,34
10748,17.82106188,34
12309,17.82106188,34
13461,17.82106188,34
14907,17.82106188,34
15320,17.82106188,34
16333,17.82106188,34
17303,17.82106188,34
20830,17.82106188,34
3025,18.16952966,36
5533,18.16952966,36
8218,18.16952966,36
8348,18.16952966,36
12272,18.16952966,36
19644,18.16952966,36
22485,18.16952966,36
5875,18.18480191,36
29963,18.25951099,36
2889,18.30478003,36
5423,18.30478003,36
8405,18.30478003,36
25726,18.32560485,35
26541,18.32560485,35
16454,18.34862235,36
16816,18.34862235,36
19181,18.34862235,36
17574,18.5401081,36
18540,18.5401081,36
9984,18.59833954,37
20259,18.60413679,36
6458,18.63040239,36
7371,18.63040239,36
11398,18.63040239,36
20363,18.63040239,36
3365,18.80485965,35
4269,18.80485965,35
4339,18.80485965,35
4594,18.80485965,35
4855,18.80485965,35
5096,18.80485965,35
5610,18.80485965,35
6173,18.80485965,35
6694,18.80485965,35
6713,18.80485965,35
7062,18.80485965,35
7932,18.80485965,35
10100,18.80485965,35
10941,18.80485965,35
15031,18.80485965,35
19768,18.80485965,35
20980,18.80485965,35
21057,18.80485965,35
23328,18.80485965,35
23392,18.80485965,35
11394,18.81564977,36
29443,18.92858679,37
15563,19.09418484,37
3697,19.12408042,36
5223,19.12408042,36
10567,19.12408042,36
18280,19.12408042,36
22417,19.12408042,36
22438,19.12408042,36
22843,19.12408042,36
23470,19.12408042,36
24130,19.12408042,36
25541,19.12408042,36
2927,19.15332743,37
3033,19.15332743,37
3306,19.15332743,37
3422,19.15332743,37
4645,19.15332743,37
4676,19.15332743,37
4712,19.15332743,37
5289,19.15332743,37
6296,19.15332743,37
6518,19.15332743,37
6820,19.15332743,37
6857,19.15332743,37
6962,19.15332743,37
7424,19.15332743,37
7671,19.15332743,37
7804,19.15332743,37
7945,19.15332743,37
8175,19.15332743,37
8416,19.15332743,37
8611,19.15332743,37
8612,19.15332743,37
8881,19.15332743,37
9167,19.15332743,37
9384,19.15332743,37
9467,19.15332743,37
9505,19.15332743,37
9650,19.15332743,37
9761,19.15332743,37
9975,19.15332743,37
10222,19.15332743,37
11170,19.15332743,37
11291,19.15332743,37
11328,19.15332743,37
11659,19.15332743,37
11904,19.15332743,37
12304,19.15332743,37
12348,19.15332743,37
12659,19.15332743,37
12749,19.15332743,37
12754,19.15332743,37
13161,19.15332743,37
13183,19.15332743,37
16915,19.15332743,37
18964,19.15332743,37
19964,19.15332743,37
20711,19.15332743,37
21040,19.15332743,37
23332,19.15332743,37
3619,19.16859968,37
3790,19.16859968,37
3949,19.16859968,37
5943,19.16859968,37
8183,19.16859968,37
8245,19.16859968,37
8693,19.16859968,37
9012,19.16859968,37
9741,19.16859968,37
29399,19.19300084,35
7336,19.22837252,37
28970,19.24330877,37
29340,19.24330877,37
10331,19.26676661,37
12443,19.26676661,37
3377,19.28857781,37
3649,19.28857781,37
3880,19.28857781,37
3894,19.28857781,37
4017,19.28857781,37
4239,19.28857781,37
4397,19.28857781,37
4516,19.28857781,37
4690,19.28857781,37
4945,19.28857781,37
9923,19.28857781,37
11974,19.28857781,37
15609,19.28857781,37
7965,19.30940263,36
20356,19.30940263,36
21883,19.30940263,36
3495,19.33242012,37
7381,19.33242012,37
7823,19.33242012,37
8907,19.33242012,37
9049,19.33242012,37
9438,19.33242012,37
12100,19.33242012,37
19596,19.33242012,37
30454,19.45581055,37
16883,19.52390588,37
17266,19.52390588,37
18146,19.52390588,37
18573,19.52390588,37
18813,19.52390588,37
20321,19.52390588,37
22005,19.52390588,37
2900,19.58213732,38
5527,19.58213732,38
5814,19.58213732,38
6459,19.58213732,38
9314,19.58793457,37
10045,19.58793457,37
11131,19.58793457,37
15884,19.58793457,37
20054,19.58793457,37
21712,19.58793457,37
22732,19.58793457,37
24118,19.58793457,37
24561,19.58793457,37
24690,19.58793457,37
25291,19.58793457,37
26695,19.58793457,37
27368,19.58793457,37
27491,19.58793457,37
28687,19.58793457,37
29657,19.58793457,37
19136,19.61420016,37
19741,19.61420016,37
21499,19.61420016,37
21516,19.61420016,37
21988,19.61420016,37
22218,19.61420016,37
22359,19.61420016,37
22366,19.61420016,37
22602,19.61420016,37
22929,19.61420016,37
22943,19.61420016,37
23081,19.61420016,37
23131,19.61420016,37
23149,19.61420016,37
23204,19.61420016,37
23415,19.61420016,37
23535,19.61420016,37
23593,19.61420016,37
23764,19.61420016,37
24037,19.61420016,37
24145,19.61420016,37
24199,19.61420016,37
24652,19.61420016,37
24671,19.61420016,37
24951,19.61420016,37
25342,19.61420016,37
25512,19.61420016,37
25743,19.61420016,37
25809,19.61420016,37
25995,19.61420016,37
27091,19.61420016,37
27176,19.61420016,37
27283,19.61420016,37
28591,19.61420016,37
29542,19.61420016,37
30351,19.61420016,37
4461,19.78865743,36
4689,19.78865743,36
4807,19.78865743,36
4844,19.78865743,36
5015,19.78865743,36
5194,19.78865743,36
5511,19.78865743,36
6138,19.78865743,36
6356,19.78865743,36
6439,19.78865743,36
6447,19.78865743,36
6761,19.78865743,36
6975,19.78865743,36
7206,19.78865743,36
7824,19.78865743,36
8082,19.78865743,36
8569,19.78865743,36
10498,19.78865743,36
11322,19.78865743,36
19905,19.78865743,36
25533,19.78865743,36
28892,19.78865743,36
29973,19.78865743,36
4325,19.79944755,37
4379,19.79944755,37
5209,19.79944755,37
6079,19.79944755,37
7793,19.79944755,37
12007,19.79944755,37
12470,19.79944755,37
25458,19.79944755,37
16599,20.1078782,37
2704,20.13712521,38
3597,20.13712521,38
3698,20.13712521,38
3722,20.13712521,38
3729,20.13712521,38
3820,20.13712521,38
3841,20.13712521,38
4746,20.13712521,38
5131,20.13712521,38
5145,20.13712521,38
5189,20.13712521,38
5350,20.13712521,38
5441,20.13712521,38
5742,20.13712521,38
5869,20.13712521,38
6030,20.13712521,38
6136,20.13712521,38
6291,20.13712521,38
6555,20.13712521,38
6558,20.13712521,38
6652,20.13712521,38
6673,20.13712521,38
6687,20.13712521,38
6803,20.13712521,38
6819,20.13712521,38
6832,20.13712521,38
6869,20.13712521,38
7153,20.13712521,38
7161,20.13712521,38
7180,20.13712521,38
7200,20.13712521,38
7288,20.13712521,38
7318,20.13712521,38
7402,20.13712521,38
7516,20.13712521,38
7518,20.13712521,38
7731,20.13712521,38
7827,20.13712521,38
7914,20.13712521,38
8015,20.13712521,38
8018,20.13712521,38
8032,20.13712521,38
8065,20.13712521,38
8085,20.13712521,38
8120,20.13712521,38
8272,20.13712521,38
8289,20.13712521,38
8301,20.13712521,38
8327,20.13712521,38
8437,20.13712521,38
8497,20.13712521,38
8570,20.13712521,38
8582,20.13712521,38
8594,20.13712521,38
8629,20.13712521,38
8635,20.13712521,38
8687,20.13712521,38
8862,20.13712521,38
9024,20.13712521,38
9304,20.13712521,38
9309,20.13712521,38
9350,20.13712521,38
9692,20.13712521,38
10159,20.13712521,38
10172,20.13712521,38
10392,20.13712521,38
10548,20.13712521,38
10566,20.13712521,38
10714,20.13712521,38
10770,20.13712521,38
10836,20.13712521,38
10954,20.13712521,38
10957,20.13712521,38
11029,20.13712521,38
11095,20.13712521,38
11138,20.13712521,38
11306,20.13712521,38
11382,20.13712521,38
11399,20.13712521,38
11448,20.13712521,38
11480,20.13712521,38
11836,20.13712521,38
11985,20.13712521,38
12002,20.13712521,38
12055,20.13712521,38
12169,20.13712521,38
12238,20.13712521,38
12373,20.13712521,38
12393,20.13712521,38
12703,20.13712521,38
13146,20.13712521,38
13152,20.13712521,38
13179,20.13712521,38
13458,20.13712521,38
13504,20.13712521,38
14113,20.13712521,38
14526,20.13712521,38
14527,20.13712521,38
14966,20.13712521,38
16460,20.13712521,38
17290,20.13712521,38
18106,20.13712521,38
18312,20.13712521,38
18549,20.13712521,38
18584,20.13712521,38
18643,20.13712521,38
18821,20.13712521,38
18941,20.13712521,38
18959,20.13712521,38
18987,20.13712521,38
19159,20.13712521,38
19283,20.13712521,38
19512,20.13712521,38
19699,20.13712521,38
19942,20.13712521,38
20190,20.13712521,38
20192,20.13712521,38
20325,20.13712521,38
20508,20.13712521,38
20563,20.13712521,38
20898,20.13712521,38
21630,20.13712521,38
21838,20.13712521,38
21926,20.13712521,38
21994,20.13712521,38
22272,20.13712521,38
22330,20.13712521,38
22459,20.13712521,38
22817,20.13712521,38
22997,20.13712521,38
23007,20.13712521,38
23258,20.13712521,38
23335,20.13712521,38
23361,20.13712521,38
23475,20.13712521,38
23504,20.13712521,38
23522,20.13712521,38
24012,20.13712521,38
24464,20.13712521,38
24473,20.13712521,38
24660,20.13712521,38
24721,20.13712521,38
29624,20.13712521,38
4541,20.16353072,38
3465,20.17679861,36
3556,20.17679861,36
4665,20.17679861,36
5002,20.17679861,36
9388,20.17679861,36
21503,20.22710654,38
23270,20.22710654,38
23550,20.22710654,38
23753,20.22710654,38
24968,20.22710654,38
25028,20.22710654,38
25213,20.22710654,38
25431,20.22710654,38
25687,20.22710654,38
25819,20.22710654,38
26037,20.22710654,38
26056,20.22710654,38
26228,20.22710654,38
26475,20.22710654,38
27325,20.22710654,38
28254,20.22710654,38
30363,20.22710654,38
4517,20.25056438,38
8402,20.27237558,38
8414,20.27237558,38
9045,20.27237558,38
9533,20.27237558,38
12619,20.27237558,38
17259,20.27237558,38
22216,20.27237558,38
23437,20.27237558,38
24954,20.27237558,38
25196,20.27237558,38
27863,20.27237558,38
9206,20.2932004,37
10648,20.2932004,37
11386,20.2932004,37
15851,20.2932004,37
17365,20.2932004,37
18252,20.2932004,37
20737,20.2932004,37
24650,20.2932004,37
28031,20.2932004,37
29920,20.2932004,37
10614,20.3162179,38
5452,20.31662268,39
24593,20.31662268,39
10588,20.35754356,38
15251,20.50770365,38
16210,20.50770365,38
17017,20.50770365,38
17423,20.50770365,38
18218,20.50770365,38
23746,20.50770365,38
24471,20.50770365,38
25334,20.50770365,38
29915,20.50770365,38
5991,20.56593509,39
6093,20.56593509,39
6433,20.56593509,39
4555,20.57173234,38
4706,20.57173234,38
4766,20.57173234,38
4892,20.57173234,38
4932,20.57173234,38
5037,20.57173234,38
12740,20.57173234,38
15760,20.57173234,38
16617,20.57173234,38
19267,20.57173234,38
19396,20.57173234,38
20500,20.57173234,38
20584,20.57173234,38
20736,20.57173234,38
20760,20.57173234,38
21984,20.57173234,38
23565,20.57173234,38
23679,20.57173234,38
27483,20.57173234,38
27995,20.57173234,38
29652,20.57173234,38
30357,20.57173234,38
2045,20.7724552,37
3289,20.7724552,37
4213,20.7724552,37
4478,20.7724552,37
7695,20.7724552,37
29181,20.7724552,37
29588,20.7724552,37
29803,20.7724552,37
30289,20.7724552,37
11691,20.78324532,38
11768,20.78324532,38
13124,20.78324532,38
14608,20.78324532,38
15048,20.78324532,38
16458,20.78324532,38
16555,20.78324532,38
17431,20.78324532,38
19247,20.78324532,38
19573,20.78324532,38
19611,20.78324532,38
19887,20.78324532,38
20250,20.78324532,38
20312,20.78324532,38
20564,20.78324532,38
20855,20.78324532,38
21651,20.78324532,38
23188,20.78324532,38
23271,20.78324532,38
24030,20.78324532,38
24151,20.78324532,38
24517,20.78324532,38
25410,20.78324532,38
26057,20.78324532,38
28395,20.78324532,38
28498,20.78324532,38
28580,20.78324532,38
30209,20.78324532,38
7315,21.09167597,38
7391,21.09167597,38
7489,21.09167597,38
8440,21.09167597,38
24477,21.09167597,38
24515,21.09167597,38
25396,21.09167597,38
26404,21.09167597,38
27661,21.09167597,38
7043,21.12092298,39
8407,21.12092298,39
8596,21.12092298,39
8616,21.12092298,39
9057,21.12092298,39
9107,21.12092298,39
9381,21.12092298,39
9402,21.12092298,39
9573,21.12092298,39
9660,21.12092298,39
9667,21.12092298,39
9736,21.12092298,39
9737,21.12092298,39
9753,21.12092298,39
9812,21.12092298,39
9847,21.12092298,39
9950,21.12092298,39
9980,21.12092298,39
10044,21.12092298,39
10142,21.12092298,39
10227,21.12092298,39
10765,21.12092298,39
10811,21.12092298,39
10820,21.12092298,39
10995,21.12092298,39
11084,21.12092298,39
11350,21.12092298,39
11435,21.12092298,39
11950,21.12092298,39
12163,21.12092298,39
12444,21.12092298,39
12448,21.12092298,39
12540,21.12092298,39
12567,21.12092298,39
12744,21.12092298,39
13055,21.12092298,39
13078,21.12092298,39
13190,21.12092298,39
13212,21.12092298,39
13342,21.12092298,39
13368,21.12092298,39
13399,21.12092298,39
13417,21.12092298,39
13436,21.12092298,39
13554,21.12092298,39
13648,21.12092298,39
13840,21.12092298,39
14096,21.12092298,39
14303,21.12092298,39
14461,21.12092298,39
14523,21.12092298,39
15493,21.12092298,39
15735,21.12092298,39
15806,21.12092298,39
18742,21.12092298,39
20139,21.12092298,39
21584,21.12092298,39
22752,21.12092298,39
24153,21.12092298,39
29702,21.12092298,39
29797,21.12092298,39
29168,21.12414633,39
5382,21.13619523,39
5138,21.16059639,37
5667,21.16059639,37
6844,21.16059639,37
6871,21.16059639,37
7635,21.16059639,37
7682,21.16059639,37
7764,21.16059639,37
8855,21.16059639,37
10354,21.16059639,37
13906,21.16059639,37
14949,21.16059639,37
15472,21.16059639,37
15621,21.16059639,37
15652,21.16059639,37
15920,21.16059639,37
16635,21.16059639,37
18753,21.16059639,37
18958,21.16059639,37
19201,21.16059639,37
19304,21.16059639,37
19362,21.16059639,37
20358,21.16059639,37
20406,21.16059639,37
23571,21.16059639,37
25935,21.16059639,37
26593,21.16059639,37
27887,21.16059639,37
28041,21.16059639,37
28729,21.16059639,37
29004,21.16059639,37
29634,21.16059639,37
29843,21.16059639,37
30165,21.16059639,37
29599,21.21090432,39
30049,21.21090432,39
4514,21.23436216,39
5556,21.27699818,38
7531,21.27699818,38
10998,21.27699818,38
14487,21.27699818,38
24755,21.27699818,38
30293,21.27699818,38
2209,21.30001567,39
4432,21.30001567,39
4452,21.30001567,39
4924,21.30001567,39
5118,21.30001567,39
10458,21.34134133,39
12101,21.34134133,39
15192,21.34134133,39
15664,21.34134133,39
17808,21.34134133,39
17820,21.34134133,39
18039,21.34134133,39
18330,21.34134133,39
19299,21.34134133,39
23207,21.34134133,39
23295,21.34134133,39
24445,21.34134133,39
24532,21.34134133,39
25015,21.34134133,39
26205,21.34134133,39
28535,21.34134133,39
29830,21.34134133,39
23660,21.49150143,39
29216,21.49150143,39
29285,21.49150143,39
29374,21.49150143,39
29384,21.49150143,39
29424,21.49150143,39
29636,21.49150143,39
29655,21.49150143,39
29784,21.49150143,39
30127,21.49150143,39
30285,21.49150143,39
30322,21.49150143,39
4293,21.54973287,40
6720,21.54973287,40
8030,21.54973287,40
8558,21.54973287,40
10017,21.54973287,40
18242,21.54973287,40
23867,21.54973287,40
12607,21.55553012,39
13564,21.55553012,39
13801,21.55553012,39
18320,21.55553012,39
19229,21.55553012,39
20511,21.55553012,39
21164,21.55553012,39
22675,21.55553012,39
22809,21.55553012,39
23675,21.55553012,39
25927,21.55553012,39
28845,21.55553012,39
29297,21.55553012,39
29613,21.55553012,39
23265,21.58179571,39
23454,21.58179571,39
15928,21.61848373,40
26956,21.61848373,40
4091,21.75625298,38
4297,21.75625298,38
4551,21.75625298,38
4563,21.75625298,38
5229,21.75625298,38
5387,21.75625298,38
5490,21.75625298,38
5689,21.75625298,38
5695,21.75625298,38
6489,21.75625298,38
7012,21.75625298,38
7632,21.75625298,38
8171,21.75625298,38
9418,21.75625298,38
9504,21.75625298,38
9518,21.75625298,38
10068,21.75625298,38
12878,21.75625298,38
17959,21.75625298,38
29030,21.75625298,38
29245,21.75625298,38
8780,21.7670431,39
26328,21.7670431,39
27152,22.01021009,40
16976,22.04557816,40
4740,22.07547375,39
4805,22.07547375,39
5318,22.07547375,39
5327,22.07547375,39
5910,22.07547375,39
6611,22.07547375,39
7339,22.07547375,39
7348,22.07547375,39
7621,22.07547375,39
12487,22.07547375,39
12517,22.07547375,39
12539,22.07547375,39
12546,22.07547375,39
12907,22.07547375,39
12980,22.07547375,39
13207,22.07547375,39
13295,22.07547375,39
13358,22.07547375,39
13618,22.07547375,39
13851,22.07547375,39
14150,22.07547375,39
14636,22.07547375,39
14696,22.07547375,39
14964,22.07547375,39
15026,22.07547375,39
15076,22.07547375,39
15131,22.07547375,39
15233,22.07547375,39
15314,22.07547375,39
15383,22.07547375,39
15460,22.07547375,39
15782,22.07547375,39
15803,22.07547375,39
15817,22.07547375,39
16191,22.07547375,39
16675,22.07547375,39
17519,22.07547375,39
18623,22.07547375,39
22309,22.07547375,39
23260,22.07547375,39
23453,22.07547375,39
13241,22.08020462,40
2422,22.10472076,40
5077,22.10472076,40
5256,22.10472076,40
5579,22.10472076,40
6124,22.10472076,40
6220,22.10472076,40
6332,22.10472076,40
6389,22.10472076,40
6494,22.10472076,40
6529,22.10472076,40
6734,22.10472076,40
6737,22.10472076,40
6821,22.10472076,40
6835,22.10472076,40
6902,22.10472076,40
6978,22.10472076,40
7089,22.10472076,40
7155,22.10472076,40
7251,22.10472076,40
7276,22.10472076,40
7443,22.10472076,40
7452,22.10472076,40
7649,22.10472076,40
7662,22.10472076,40
7954,22.10472076,40
8029,22.10472076,40
8105,22.10472076,40
8295,22.10472076,40
8400,22.10472076,40
8610,22.10472076,40
8654,22.10472076,40
8656,22.10472076,40
8714,22.10472076,40
8810,22.10472076,40
8831,22.10472076,40
9089,22.10472076,40
9792,22.10472076,40
9958,22.10472076,40
9970,22.10472076,40
9985,22.10472076,40
10175,22.10472076,40
10189,22.10472076,40
10461,22.10472076,40
10515,22.10472076,40
10579,22.10472076,40
10596,22.10472076,40
10602,22.10472076,40
11166,22.10472076,40
11370,22.10472076,40
11408,22.10472076,40
12436,22.10472076,40
12776,22.10472076,40
14509,22.10472076,40
15061,22.10472076,40
15103,22.10472076,40
16180,22.10472076,40
16410,22.10472076,40
17036,22.10472076,40
17108,22.10472076,40
17762,22.10472076,40
17763,22.10472076,40
17809,22.10472076,40
17859,22.10472076,40
18024,22.10472076,40
18071,22.10472076,40
18119,22.10472076,40
18243,22.10472076,40
18265,22.10472076,40
18307,22.10472076,40
18311,22.10472076,40
18414,22.10472076,40
18464,22.10472076,40
18489,22.10472076,40
18570,22.10472076,40
18648,22.10472076,40
18866,22.10472076,40
18924,22.10472076,40
19324,22.10472076,40
19626,22.10472076,40
19955,22.10472076,40
20041,22.10472076,40
20120,22.10472076,40
20355,22.10472076,40
20366,22.10472076,40
20700,22.10472076,40
20968,22.10472076,40
28358,22.10794411,40
7113,22.11999301,40
3986,22.13112627,40
4725,22.13112627,40
5523,22.13112627,40
6451,22.13112627,40
6470,22.13112627,40
6770,22.13112627,40
6816,22.13112627,40
7004,22.13112627,40
7011,22.13112627,40
7186,22.13112627,40
7656,22.13112627,40
4341,22.14439416,38
4508,22.14439416,38
4626,22.14439416,38
4930,22.14439416,38
4931,22.14439416,38
5091,22.14439416,38
5538,22.14439416,38
7910,22.14439416,38
15353,22.14439416,38
15629,22.14439416,38
15690,22.14439416,38
15737,22.14439416,38
15960,22.14439416,38
16245,22.14439416,38
16324,22.14439416,38
16352,22.14439416,38
16506,22.14439416,38
16638,22.14439416,38
16661,22.14439416,38
16790,22.14439416,38
17316,22.14439416,38
17825,22.14439416,38
18563,22.14439416,38
18609,22.14439416,38
20331,22.14439416,38
20361,22.14439416,38
21419,22.14439416,38
22501,22.14439416,38
22670,22.14439416,38
22795,22.14439416,38
23485,22.14439416,38
23815,22.14439416,38
23816,22.14439416,38
23819,22.14439416,38
23885,22.14439416,38
24013,22.14439416,38
24301,22.14439416,38
24376,22.14439416,38
24483,22.14439416,38
24518,22.14439416,38
24603,22.14439416,38
24670,22.14439416,38
25149,22.14439416,38
25161,22.14439416,38
25407,22.14439416,38
25523,22.14439416,38
25558,22.14439416,38
25909,22.14439416,38
25938,22.14439416,38
25946,22.14439416,38
26305,22.14439416,38
26412,22.14439416,38
26471,22.14439416,38
26700,22.14439416,38
26861,22.14439416,38
26960,22.14439416,38
27088,22.14439416,38
27089,22.14439416,38
27119,22.14439416,38
27236,22.14439416,38
27269,22.14439416,38
27358,22.14439416,38
27610,22.14439416,38
27659,22.14439416,38
27671,22.14439416,38
27749,22.14439416,38
28282,22.14439416,38
28524,22.14439416,38
28527,22.14439416,38
28544,22.14439416,38
28686,22.14439416,38
28763,22.14439416,38
28865,22.14439416,38
28887,22.14439416,38
29158,22.14439416,38
29184,22.14439416,38
29186,22.14439416,38
29756,22.14439416,38
30056,22.14439416,38
30398,22.14439416,38
9433,22.17976585,40
10003,22.17976585,40
10151,22.17976585,40
10268,22.17976585,40
12298,22.17976585,40
13884,22.17976585,40
20795,22.17976585,40
1497,22.21815993,40
1653,22.21815993,40
3039,22.21815993,40
3427,22.21815993,40
4317,22.21815993,40
4496,22.21815993,40
5191,22.21815993,40
5448,22.21815993,40
10140,22.23997113,40
10474,22.23997113,40
10569,22.23997113,40
10593,22.23997113,40
11682,22.23997113,40
12057,22.23997113,40
12511,22.23997113,40
12819,22.23997113,40
12824,22.23997113,40
